종목코드=기업코드,법인명=종목명=기업명,지정구분,지정업종(목표)/계획업종(할당),업종명,온실가스 배출량(tCO₂eq),에너지 사용량(TJ),시장구분,시가총액,ESG등급,환경,사회,지배구조,비고
007120,미래아이앤지,,,IT 서비스,,,KOSPI,,D,D,D,D,
100790,미래에셋벤처투자,,,금융,,,KOSDAQ,,C,D,D,B,
085620,미래에셋생명,,,보험,,,KOSPI,,B+,B+,A,B+,
006800,미래에셋증권,,,증권,,,KOSPI,,B+,A+,A,B,
840265,미래에셋캐피탈,,,,,,,,등급없음,등급없음,등급없음,B+,
,미래페이퍼,사업장,"펄프, 종이 및 판지 제조업",,"66,492","1,039",,,,,,,
081660,미스토홀딩스,,,유통,,,KOSPI,,B+,B+,A,B,
002840,미원상사,사업장,석유화학,화학,"64,934","1,197",KOSPI,7.13925E+11,C,C,D,C,
268280,미원에스씨,사업장,기초 화학물질 제조업,화학,"73,595","1,432",KOSPI,,B,C,B,B+,
107590,미원홀딩스,,,기타금융,,,KOSPI,,C,C,B,C,
134380,미원화학,,,화학,,,KOSPI,,C,C,C,B,
003650,미창석유공업,,,화학,,,KOSPI,,D,C,D,D,
,밀양시,사업장,폐기물,,"5,039",5,,,,,,,
,바스프퍼포먼스폴리아마이드코리아 주식회사,사업장,기초 화학물질 제조업,,"71,387","1,625",,,,,,,
377740,바이오노트,,,제약,,,KOSPI,,D,D,D,C,
064550,바이오니아,,,제약,,,KOSDAQ,,D,D,D,C,
043150,바텍,,,의료·정밀기기,,,KOSDAQ,,D,D,D,D,
323990,박셀바이오,,,일반서비스,,,KOSDAQ,,C,D,D,B,
003610,방림,사업장,섬유,섬유·의류,"19,542",297,KOSPI,2.29956E+11,C,C,D,C,
035150,백산,,,화학,,,KOSPI,,C,C,C,C,
,버슘머트리얼즈피엠코리아,사업장,기초 화학물질 제조업,,"19,678",410,,,,,,,
002410,범양건영,,,건설,,,KOSPI,,D,D,C,D,
,범우,사업장,폐기물 처리업,,"95,337",76,,,,,,,
,범일운수,사업장,교통(여객),,"16,294",307,,,,,,,
,베르상스퍼시픽,사업장,유리 및 유리제품 제조업,,"28,013",481,,,,,,,
,베어링아트,사업장,자동차 신품 부품 제조업,,"62,874","1,298",,,,,,,
,베올리아워터코리아대산(주),사업장,수도업,,"89,082","1,859",,,,,,,
,베페사징크코리아(주),사업장,1차 비철금속 제조업,,"106,400",150,,,,,,,
007210,벽산,사업장,유리 및 유리제품 제조업,비금속,"118,254","2,177",KOSPI,1.1647E+11,B+,B+,B+,B,
002760,보락,,,화학,,,KOSPI,,D,D,D,C,
003850,보령,사업장,석유화학,제약,"17,158",303,KOSPI,7.72943E+11,A,A,A+,B+,
,보령시,사업장,폐기물 처리업,,"51,879",312,,,,,,,
,보령엘엔지터미널 주식회사,사업장,연료용 가스 제조 및 배관공급업,,"60,929","1,229",,,,,,,
310210,보로노이,,,일반서비스,,,KOSDAQ,,D,D,D,C,
,보림씨에스,사업장,폐기물 처리업,,"52,338",25,,,,,,,
,보영운수(주),사업장,교통(여객),,"12,874",230,,,,,,,
,보임열병합발전 주식회사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"910,533","9,795",,,,,,,
000890,보해양조,,,음식료·담배,,,KOSPI,,D,D,D,C,
,볼보그룹코리아(주),사업장,기계,,"16,157",318,,,,,,,
,부경산업(주),사업장,폐기물 처리업,,"65,958",132,,,,,,,
003000,부광약품,,,제약,,,KOSPI,,B+,B,A+,B+,
001270,부국증권,,,증권,,,KOSPI,,C,D,B,C,
026940,부국철강,,,금속,,,KOSPI,,D,D,D,D,
,부산광역시,업체,폐기물 처리업,,"745,005","8,114",,,,,,,
,부산교통공사,업체,육상 여객 운송업,,"157,182","3,280",,,,,,,
,부산그린에너지(주),사업장,발전에너지,,"123,447",0,,,,,,,
,부산그린파워(주),사업장,폐기물 처리업,,"35,650",12,,,,,,,
,부산대학교,사업장,건물,,"28,575",648,,,,,,,
,부산대학교병원,사업장,건물,,"39,331",819,,,,,,,
,부산도시가스,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"58,486",302,,,,,,,
011390,부산산업,,,비금속,,,KOSPI,,D,C,D,D,
,부산신항국제터미널(주),사업장,기타 운송관련 서비스업,,"29,880","1,822",,,,,,,
,부산신항만주식회사,사업장,기타 운송관련 서비스업,,"51,412","1,018",,,,,,,
005280,부산은행,,,,,,,,등급없음,등급없음,등급없음,B+,
,부산정관에너지(주),사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"70,101","1,396",,,,,,,
005030,부산주공,사업장,자동차 신품 부품 제조업,운송장비·부품,"87,529","1,637",KOSPI,38288532168,C,C,C,C,
,부산패션칼라산업협동조합,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"115,889","1,636",,,,,,,
,부천시,업체,"하수, 폐수 및 분뇨 처리업",,"162,602","1,595",,,,,,,
,브리티쉬아메리칸토바코코리아제조(주),사업장,담배제조업,,"17,936",462,,,,,,,
,브이피에이치메탈 유한회사,사업장,자동차 신품 부품 제조업,,"30,954",574,,,,,,,
,비노텍 주식회사,사업장,폐기물 처리업,,"107,519",63,,,,,,,
,비를라카본코리아(주),업체,기초 화학물질 제조업,,"124,148",488,,,,,,,
002070,비비안,,,섬유·의류,,,KOSPI,,D,D,D,D,
100220,비상교육,,,오락·문화,,,KOSPI,,B,D,B,B,
837726,비씨카드,,,,,,,,등급없음,등급없음,등급없음,B,
090460,비에이치,사업장,전기전자,전기·전자,"18,903",368,KOSPI,5.42756E+11,C,B,B+,C,
,비엔씨티,사업장,기타 운송관련 서비스업,,"33,079",613,,,,,,,
,비엠금속,사업장,철강,,"15,365",282,,,,,,,
878437,비엠더블유파이낸셜서비스코리아,,,,,,,,등급없음,등급없음,등급없음,C,
,비테스코테크놀로지스코리아 유한책임회사,사업장,자동차,,"17,339",357,,,,,,,
005180,빙그레,업체,식료품 제조업,음식료·담배,"59,696","1,200",KOSPI,7.119E+11,A,A,A+,A,
,빛고을에코에너지 주식회사,사업장,발전에너지,,"51,369",0,,,,,,,
143240,사람인,,,IT 서비스,,,KOSDAQ,,C,D,C,C,
003960,사조대림,,,음식료·담배,,,KOSPI,,A,A,A,B+,
008040,사조동아원,,,음식료·담배,,,KOSPI,,B,B+,A,C,
007160,사조산업,,,음식료·담배,,,KOSPI,,B+,B+,B+,B+,
014710,사조씨푸드,,,음식료·담배,,,KOSPI,,B,C,B+,B,
006090,사조오양,,,음식료·담배,,,KOSPI,,B,B+,A,C,
,사천시,사업장,지정외 폐기물처리업 등,,"33,583",128,,,,,,,
,사회복지법인 삼성생명공익재단,사업장,병원,,"85,651","1,757",,,,,,,
008270,산은캐피탈,,,,,,,,등급없음,등급없음,등급없음,B,
,삼강에스앤씨(주),사업장,선박 및 보트 건조업,,"18,197",324,,,,,,,
122350,삼기,사업장,자동차 신품 부품 제조업,운송장비·부품,"63,431","1,211",KOSDAQ,48422697564,,,,,
,삼남석유화학주식회사,업체,기초 화학물질 제조업,,"185,782","2,416",,,,,,,
,삼동,사업장,절연선 및 케이블 제조업,,"46,241",955,,,,,,,
005610,삼립,사업장,기타 식품 제조업,음식료·담배,"97,440","2,018",KOSPI,,B,B,C,B,
018310,삼목에스폼(주),업체,1차 비철금속 제조업,금속,"32,565",598,KOSDAQ,2.8959E+11,,,,,
012210,삼미금속(주),사업장,철강,금속,"15,867",322,KOSDAQ,2.35901E+11,,,,,
,삼보광업,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"166,725",382,,,,,,,
009620,삼보산업 주식회사,사업장,1차 비철금속 제조업,금속,"34,132",523,KOSDAQ,27315613697,,,,,
001470,삼부토건,,,건설,,,KOSPI,,D,C,C,D,
028050,삼성E&A,,,일반서비스,,,KOSPI,,A,A,A,A,
006400,삼성SDI,업체,일차전지 및 축전지 제조업,전기·전자,"572,209","11,818",KOSPI,,A+,A+,A+,A,
006660,삼성공조,,,운송장비·부품,,,KOSPI,,D,D,C,C,
,삼성디스플레이 주식회사,업체,전자 부품 제조업,,"4,000,544","60,771",,,,,,,
028260,삼성물산,사업장,건물 건설업,유통,"93,059","2,036",KOSPI,4.07094E+13,A,A,A+,A,
207940,삼성바이오로직스,사업장,기초 의약 물질 및 생물학적 제제 제조업,제약,"226,519","4,651",KOSPI,7.84632E+13,A,A,A+,A,
032830,삼성생명,업체,건물,보험,"60,113",763,KOSPI,,A,A,A+,B+,
018260,삼성에스디에스,사업장,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT 서비스,"173,674","3,622",KOSPI,1.32703E+13,A,B+,A+,A,
009150,삼성전기,업체,전자 부품 제조업,전기·전자,"456,652","9,783",KOSPI,1.90469E+13,A,A,A+,A,
005930,삼성전자,업체,반도체 제조업,전기·전자,"13,594,735","258,326",KOSPI,709765000000000.0,B+,B+,A,B,
001360,삼성제약,,,제약,,,KOSPI,,D,D,D,D,
010140,삼성중공업,업체,선박 및 보트 건조업,운송장비·부품,"528,395","9,155",KOSPI,2.1208E+13,A,A,A,B+,
016360,삼성증권,,,증권,,,KOSPI,,A,A+,A,B+,
068290,삼성출판사,,,오락·문화,,,KOSPI,,C,D,D,B+,
029780,삼성카드,,,기타금융,,,KOSPI,,A,A+,A+,A,
,삼성코닝어드밴스드글라스 유한회사,사업장,유리 및 유리제품 제조업,,"49,859","1,017",,,,,,,
000810,삼성화재해상보험,,,보험,,,KOSPI,,B+,A,A,B+,
,삼신정밀(주),사업장,철강,,"25,602",527,,,,,,,
006110,삼아알미늄,사업장,비철금속,금속,"20,535",399,KOSPI,3.50144E+11,C,C,D,C,
145990,삼양사,업체,"곡물 가공품, 전분 및 전분제품 제조업",음식료·담배,"264,263","6,241",KOSPI,4.88857E+11,A,A+,A+,B+,
003230,삼양식품,사업장,기타 식품 제조업,음식료·담배,"72,404","1,497",KOSPI,9.27314E+12,A,A,A+,A,
,삼양이노켐 주식회사,사업장,기초 화학물질 제조업,,"99,485","1,777",,,,,,,
272550,삼양패키징,업체,플라스틱 제품 제조업,화학,"134,673","2,919",KOSPI,2.05081E+11,B,A,A,C,
000070,삼양홀딩스,,,기타금융,,,KOSPI,,A,A,A+,B+,
,삼양화성주식회사,사업장,합성고무 및 플라스틱 물질 제조업,,"80,044","1,853",,,,,,,
,삼양화인테크놀로지(주),사업장,합성고무 및 플라스틱 물질 제조업,,"31,163",364,,,,,,,
003720,삼영,사업장,플라스틱 제품 제조업,화학,"32,488",667,KOSPI,2.0944E+11,D,C,D,D,
002810,삼영무역,,,유통,,,KOSPI,,C,D,D,B+,
,삼영운수(주),사업장,육상 여객 운송업,,"20,143",372,,,,,,,
005680,삼영전자공업,업체,기타 금속 가공제품 제조업,전기·전자,"29,094",668,KOSPI,,C,C,D,C,
,삼우에프앤지,사업장,교통(화물),,"21,539",357,,,,,,,
023000,삼원강재,사업장,자동차 신품 부품 제조업,운송장비·부품,"31,842",646,KOSPI,96000000000,B+,B+,B+,A,
004380,삼익THK,,,기계·장비,,,KOSPI,,C,C,C,B,
002450,삼익악기,,,기타제조,,,KOSPI,,D,D,D,D,
004440,삼일씨엔에스,,,비금속,,,KOSPI,,C,C,D,C,
000520,삼일제약,,,제약,,,KOSPI,,C,D,C,B,
009770,삼정펄프,업체,"펄프, 종이 및 판지 제조업",종이·목재,"143,169","1,912",KOSPI,77749098100,D,C,D,D,
,삼지금속공업 주식회사,사업장,비철금속,,"17,930",193,,,,,,,
005500,삼진제약,,,제약,,,KOSPI,,B,C,B,B+,
000250,삼천당제약,,,제약,,,KOSDAQ,,D,C,D,D,
004690,삼천리,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",전기·가스,"98,837","1,733",KOSPI,5.21071E+11,C,B,B+,C,
,삼표산업,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"89,261","1,559",,,,,,,
038500,삼표시멘트,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",비금속,"4,998,174","31,009",KOSDAQ,5.38502E+11,A,A,A+,A,
,삼표자원개발주식회사,사업장,토사석 광업,,"29,506",524,,,,,,,
,삼표해운주식회사,사업장,해상 운송업,,"70,239",969,,,,,,,
437730,삼현,사업장,"내화, 비내화 요업제품 제조업",운송장비·부품,"25,761",445,KOSDAQ,1.75026E+12,,,,,
010960,삼호개발,,,건설,,,KOSPI,,B+,B+,A,B+,
,삼호제강주식회사,사업장,철강,,"12,712",255,,,,,,,
,삼화양행,업체,전기전자,,"51,499","1,065",,,,,,,
004450,삼화왕관,사업장,기계,금속,"19,197",387,KOSPI,63123304700,C,C,D,C,
009470,삼화전기,,,전기·전자,,,KOSPI,,D,C,C,D,
011230,삼화전자공업,,,전기·전자,,,KOSPI,,D,D,D,D,
,삼화제지(주),업체,"펄프, 종이 및 판지 제조업",,"28,988",624,,,,,,,
001820,삼화콘덴서공업,사업장,전기전자,전기·전자,"25,292",527,KOSPI,,C,C,C,C,
,삼흥열처리,사업장,기타 금속 가공제품 제조업,,"30,191",622,,,,,,,
,상공에너지,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"4,568","1,601",,,,,,,
001290,상상인증권,,,증권,,,KOSPI,,C,D,C,C,
041650,상신브레이크,,,운송장비·부품,,,KOSPI,,C,C,C,C,
089980,상아프론테크,,,화학,,,KOSDAQ,,B,B+,B+,C,
,상지해운(주),사업장,교통(해운),,"19,349",266,,,,,,,
075180,새론오토모티브,사업장,자동차,운송장비·부품,"15,659",317,KOSPI,64704000000,D,C,D,D,
,새한특수(주),사업장,교통(화물),,"16,865",239,,,,,,,
007540,샘표,,,기타금융,,,KOSPI,,C,C,B+,C,
248170,샘표식품,,,음식료·담배,,,KOSPI,,C,C,B+,D,
,생고뱅이소바코리아 주식회사,사업장,유리 및 유리제품 제조업,,"38,864",774,,,,,,,
,샤니,사업장,식료품 제조업,,"35,410",719,,,,,,,
006730,서부T&D,사업장,건물,일반서비스,"22,314",459,KOSDAQ,,D,C,D,D,
,서산시,사업장,하수처리업,,"20,284",210,,,,,,,
007860,서연,,,기타금융,,,KOSPI,,B+,B+,A,B+,
200880,서연이화,,,운송장비·부품,,,KOSPI,,B+,B+,A,B+,
,서영주정(주),사업장,알코올 음료 제조업,,"30,156",412,,,,,,,
,서울교통공사,업체,육상 여객 운송업,,"650,164","13,575",,,,,,,
,서울교통네트웍(주),사업장,교통(여객),,"13,583",259,,,,,,,
,서울냉열(주),사업장,석유화학,,"17,063",356,,,,,,,
,서울대학교병원,사업장,병원,,"92,838","1,935",,,,,,,
017390,서울도시가스,,,전기·가스,,,KOSPI,,C,C,C,C,
092190,서울바이오시스(주),사업장,반도체 제조업,전기·전자,"61,646","1,276",KOSDAQ,1.17423E+11,,,,,
046890,서울반도체,,,전기·전자,,,KOSDAQ,,C,C,D,C,
813002,서울보증보험,,,,,,,,등급없음,등급없음,등급없음,B,
,서울시메트로 9호선(주),사업장,육상 여객 운송업,,"53,211","1,109",,,,,,,
004410,서울식품공업,,,음식료·담배,,,KOSPI,,D,C,D,D,
,서울에너지공사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"300,444","6,361",,,,,,,
,서울우유협동조합,업체,낙농제품 및 식용 빙과류 제조업,,"73,904","1,415",,,,,,,
,서울특별시,업체,폐기물 처리업,,"1,360,897","13,003",,,,,,,
,서울특별시농수산식품공사,사업장,부동산 임대 및 공급업,,"63,908","1,328",,,,,,,
021050,서원,사업장,비철금속,금속,"11,134",229,KOSPI,52269523590,C,C,D,C,
,서원환경,사업장,폐기물 처리업,,"31,301",2,,,,,,,"""㈜에코비트에너지청원"" 업체명 변경"
,서진산업(주),사업장,자동차,,"16,623",317,,,,,,,
178320,서진시스템,,,전기·전자,,,KOSDAQ,,D,C,C,D,
,서한이앤피주식회사,사업장,기타 금속 가공제품 제조업,,"57,373","1,141",,,,,,,
,서해그린환경(주),사업장,폐기물 처리업,,"93,483",212,,,,,,,
008490,서흥,사업장,기타 식품 제조업,화학,"37,334",766,KOSPI,2.50471E+11,C,B+,A,D,
007610,선도전기,,,전기·전자,,,KOSPI,,D,C,C,D,
,선도화학(주),사업장,기초 화학물질 제조업,,"23,759",496,,,,,,,
,선일다이파스,사업장,기계,,"20,958",432,,,,,,,
136490,선진,,,음식료·담배,,,KOSPI,,A,B,A,A,
,선진버스(주),사업장,육상 여객 운송업,,"17,365",321,,,,,,,
,선진운수,사업장,육상 여객 운송업,,"24,798",470,,,,,,,
,성남시,업체,폐기물 처리업,,"243,032","2,335",,,,,,,
,성남시내버스(주),사업장,육상 여객 운송업,,"24,814",477,,,,,,,
,성림유화 주식회사,업체,폐기물 처리업,,"255,697",216,,,,,,,
014910,성문전자,,,전기·전자,,,KOSPI,,D,C,D,D,
,성보공업(주),사업장,철강,,"15,007",292,,,,,,,
,성신미네필드,사업장,시멘트,,"17,752",349,,,,,,,
,성신씨엠 주식회사,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"16,848",344,,,,,,,
004980,성신양회,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",비금속,"4,072,874","22,552",KOSPI,2.32903E+11,C,B+,A,D,
,성안합섬(주),사업장,화학섬유 제조업,,92,1,,,,,,,
015750,성우하이텍,,,운송장비·부품,,,KOSDAQ,,C,B,A,D,
,성우해운주식회사,사업장,교통(해운),,"20,467",281,,,,,,,
,성일요업주식회사,사업장,요업,,"18,605",323,,,,,,,
365340,성일하이텍,사업장,1차 비철금속 제조업,화학,"26,083",440,KOSDAQ,5.0043E+11,C,C,C,C,
000180,성창기업지주,,,일반서비스,,,KOSPI,,D,C,D,D,
,성창보드(주),사업장,나무제품 제조업,,"30,386",619,,,,,,,
,성호금속,사업장,철강,,"18,936",338,,,,,,,
,성호금속 경주2공장,사업장,금속 주조업,,"28,588",515,,,,,,,
,성호기업,사업장,철강,,"13,162",258,,,,,,,
,성훈엔지니어링주식회사,사업장,1차 비철금속 제조업,,"39,339",784,,,,,,,
002420,세기상사,,,유통,,,KOSPI,,C,D,D,B,
,세메스(주),사업장,특수 목적용 기계 제조업,,"41,805",727,,,,,,,
004360,세방,사업장,도로 화물 운송업,운송·창고,"27,838",436,KOSPI,2.75647E+11,C,B,C,C,
004490,세방전지,업체,일차전지 및 축전지 제조업,전기·전자,"147,941","3,054",KOSPI,8.792E+11,C,C,C,C,
,세아베스틸,업체,1차 철강 제조업,,"1,155,808","18,418",,,,,,,
001430,세아베스틸지주,업체,1차 철강 제조업,금속,485,9,KOSPI,1.80028E+12,A,A,B+,A,
,세아씨엠,사업장,1차 철강 제조업,,"80,019","1,519",,,,,,,
,세아엘앤에스,사업장,교통(화물),,"14,542",210,,,,,,,
306200,세아제강,사업장,1차 철강 제조업,금속,"63,961","1,305",KOSPI,3.32698E+11,B+,B+,B+,B+,
003030,세아제강지주,,,기타금융,,,KOSPI,,B+,B+,B+,B+,
,세아창원특수강,업체,1차 철강 제조업,,"436,291","7,917",,,,,,,
019440,세아특수강,사업장,1차 철강 제조업,금속,"54,540","1,100",KOSPI,1.43633E+11,B+,B+,B+,B+,
058650,세아홀딩스,,,금속,,,KOSPI,,B+,A,A,B+,
013000,세우글로벌,사업장,식료품 제조업,유통,"17,612",357,KOSPI,,D,D,D,D,
091090,세원이앤씨,,,,,,,,D,D,D,D,
021820,세원정공,,,운송장비·부품,,,KOSPI,,C,C,C,C,
067830,세이브존I&C,,,유통,,,KOSPI,,D,D,D,C,
,세종특별자치시,사업장,"하수, 폐수 및 분뇨 처리업",,"53,883",595,,,,,,,
,세주,사업장,해상 운송업,,"28,350",387,,,,,,,
,세진메탈,사업장,1차 비철금속 제조업,,"33,018",532,,,,,,,
075580,세진중공업,,,운송장비·부품,,,KOSPI,,C,C,D,C,
108860,셀바스AI,,,IT 서비스,,,KOSDAQ,,D,D,D,D,
068270,셀트리온,사업장,기초 의약 물질 및 생물학적 제제 제조업,제약,"79,174","1,656",KOSPI,4.18039E+13,A,A,A+,A,
068760,셀트리온제약,사업장,석유화학,제약,"15,490",317,KOSDAQ,2.53355E+12,D,C,C,D,
,셰플러코리아 유한책임회사,사업장,일반 목적용 기계 제조업,,"71,392","1,480",,,,,,,
,소노인터내셔널,사업장,일반 및 생활 숙박시설 운영업,,"136,468","2,747",,,,,,,
,소신여객자동차(주),사업장,육상 여객 운송업,,"15,756",310,,,,,,,
,속초시,사업장,폐기물,,"35,408",290,,,,,,,
336370,솔루스첨단소재,,,전기·전자,,,KOSPI,,B+,B,B+,B+,
248070,솔루엠,,,전기·전자,,,KOSPI,,B+,B+,B+,B,
,솔베이실리카코리아(주),사업장,기초 화학물질 제조업,,"35,404",757,,,,,,,
357780,솔브레인,사업장,석유화학,화학,"48,230","1,092",KOSDAQ,2.03798E+12,B+,B+,A+,B,
,솔브레인에스엘디 주식회사,사업장,전자 부품 제조업,,"30,391",579,,,,,,,
036830,솔브레인홀딩스,,,일반서비스,,,KOSDAQ,,B+,B+,A+,B,
004430,송원산업,업체,기타 화학제품 제조업,화학,"143,654","2,913",KOSPI,2.172E+11,C,B+,B+,D,
,송학제지(주),사업장,"펄프, 종이 및 판지 제조업",,50,0,,,,,,,
,수도권매립지관리공사,업체,폐기물 처리업,,"1,006,395","4,386",,,,,,,
017550,수산세보틱스,,,기계·장비,,,KOSPI,,D,C,D,D,
126720,수산인더스트리,,,건설,,,KOSPI,,C,C,D,C,
,수양물류주식회사,사업장,육상운송 및 파이프라인 운송업,,"24,132",343,,,,,,,
,수완에너지 주식회사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"158,941","3,154",,,,,,,
,수원시,업체,폐기물 처리업,,"194,918","2,255",,,,,,,
,수원애경역사 주식회사,사업장,건물,,"14,845",306,,,,,,,
,수원여객운수(주),사업장,육상 여객 운송업,,"19,546",386,,,,,,,
,수협노량진수산 주식회사,사업장,건물,,"16,654",347,,,,,,,
,순천시,사업장,"하수, 폐수 및 분뇨 처리업",,"57,853",436,,,,,,,
,스미토모세이카폴리머스코리아(주),사업장,합성고무 및 플라스틱 물질 제조업,,"34,627","1,508",,,,,,,
,스타필드고양,사업장,부동산 임대 및 공급업,,"25,819",576,,,,,,,
,스타필드안성,사업장,건물,,"18,077",374,,,,,,,
,스타필드하남,사업장,부동산 임대 및 공급업,,"24,865",518,,,,,,,
,스테코(주),사업장,전자 부품 제조업,,"42,075",876,,,,,,,
,스템코(주),사업장,반도체 제조업,,"48,982","1,046",,,,,,,
253450,스튜디오드래곤,,,오락·문화,,,KOSDAQ,,A,A+,A,B+,
026890,스틱인베스트먼트,,,기타금융,,,KOSPI,,B+,B+,A,B,
,스틸싸이클 주식회사,사업장,1차 비철금속 제조업,,"78,531",803,,,,,,,
,스틸싸이클에스씨(주),사업장,1차 비철금속 제조업,,"5,884",80,,,,,,,
033170,시그네틱스,사업장,반도체 제조업,전기·전자,"34,225",710,KOSDAQ,67039545458,C,C,C,C,
134790,시디즈,,,기타제조,,,KOSPI,,D,C,D,D,
000480,시알홀딩스,,,비금속,,,KOSPI,,C,C,B,C,
,시흥교통,사업장,교통(여객),,"22,048",401,,,,,,,
,시흥시,사업장,폐기물 처리업,,"99,448","1,020",,,,,,,
016590,신대양제지,업체,"펄프, 종이 및 판지 제조업",종이·목재,"241,875","2,987",KOSPI,5.28304E+11,D,C,D,D,
,신대양제지반월(주),사업장,"펄프, 종이 및 판지 제조업",,"119,528","1,466",,,,,,,
,신대일페이퍼 주식회사,사업장,"펄프, 종이 및 판지 제조업",,"85,611",904,,,,,,,
,신대한정유산업 주식회사,사업장,폐기물 처리업,,"96,976",253,,,,,,,
029530,신도리코,,,전기·전자,,,KOSPI,,D,C,D,D,
,신도림테크노마트 주식회사,사업장,건물,,"15,253",316,,,,,,,
,신동,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"79,688",283,,,,,,,
004970,신라교역,,,"농업, 임업 및 어업",,,KOSPI,,D,D,D,C,
215600,신라젠,,,일반서비스,,,KOSDAQ,,D,D,D,C,
,신분당선(주),사업장,육상 여객 운송업,,"26,382",550,,,,,,,
,신선대감만터미널 주식회사,사업장,항만,,"47,455",886,,,,,,,"""부산항터미널주식회사"" 업체명 변경"
,신성교통(주),사업장,육상 여객 운송업,,"10,449",194,,,,,,,
065350,신성델타테크,,,전기·전자,,,KOSDAQ,,C,C,D,B,
011930,신성이엔지,,,전기·전자,,,KOSPI,,C,C,C,C,
005390,신성통상,,,,,,,,D,D,D,D,
004170,신세계,업체,종합 소매업,유통,"130,801","2,705",KOSPI,2.38236E+12,A,A,A+,A,
035510,신세계I&C,,,IT 서비스,,,KOSPI,,A,A,A+,A,
034300,신세계건설,,,,,,,,B+,B+,B+,B+,
,신세계동대구복합환승센터,사업장,건물,,"23,534",489,,,,,,,
031430,신세계인터내셔날,,,유통,,,KOSPI,,A,A,A,A,
031440,신세계푸드,,,일반서비스,,,KOSPI,,A,A,A+,A,
006880,신송홀딩스,,,유통,,,KOSPI,,D,D,D,D,
,신승에너지,사업장,폐기물 처리업,,"68,270",322,,,,,,,
,신안종합리조트(주),사업장,건물,,"16,252",326,,,,,,,
,신안주철,사업장,철강,,"16,117",302,,,,,,,
005800,신영와코루,,,섬유·의류,,,KOSPI,,D,D,D,D,
001720,신영증권,,,증권,,,KOSPI,,B+,B+,A,B+,
,신영포르투,사업장,나무제품 제조업,,"18,426",685,,,,,,,
,신우금속,사업장,철강,,"16,858",292,,,,,,,
009270,신원,,,섬유·의류,,,KOSPI,,B+,B,A,B+,
002700,신일전자,,,유통,,,KOSPI,,D,D,D,C,
,신창제지공업주식회사,사업장,"펄프, 종이 및 판지 제조업",,"23,065",556,,,,,,,
,신평택발전(주),업체,전기업,,"1,883,760","37,400",,,,,,,
002870,신풍,,,유통,,,KOSPI,,D,D,D,C,
019170,신풍제약,,,제약,,,KOSPI,,C,C,B+,D,
828992,신한라이프생명보험,,,,,,,,등급없음,등급없음,등급없음,A,
000010,신한은행,업체,건물,,"70,718","1,173",,,등급없음,등급없음,등급없음,B+,
,신한중공업,사업장,조선,,"15,472",247,,,,,,,
055550,신한지주,,,기타금융,,,KOSPI,,A+,A+,A,A+,
032710,신한카드,,,,,,,,등급없음,등급없음,등급없음,A,
811323,신한캐피탈,,,,,,,,등급없음,등급없음,등급없음,A,
008670,신한투자증권,,,,,,,,등급없음,등급없음,등급없음,A,
056700,신화인터텍,사업장,전기전자,화학,"14,440",295,KOSDAQ,50170626702,C,C,C,B,
004080,신흥,,,유통,,,KOSPI,,D,D,D,D,
222800,심텍,사업장,전자 부품 제조업,전기·전자,"106,014","2,306",KOSDAQ,1.84284E+12,A,B+,A+,B+,
,심팩인더스트리,업체,1차 철강 제조업,,673,12,,,,,,,
102280,쌍방울,,,,,,,,D,D,D,D,
,쌍용기초소재(주),사업장,시멘트,,"20,512",377,,,,,,,
,쌍용씨앤비,사업장,"펄프, 종이 및 판지 제조업",,"66,006","1,260",,,,,,,
,쌍용씨앤이(주),업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"10,574,492","62,302",,,,,,,
004770,써니전자,,,전기·전자,,,KOSPI,,D,C,D,D,
403550,쏘카,,,일반서비스,,,KOSPI,,C,D,D,B,
222080,씨아이에스,,,기계·장비,,,KOSDAQ,,C,C,C,C,
004920,씨아이테크,,,전기·전자,,,KOSPI,,D,D,D,D,
112610,씨에스윈드,,,금속,,,KOSPI,,A,A,B+,A,
,씨엔씨티에너지 주식회사,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"25,906",521,,,,,,,
,씨월드고속훼리(주),사업장,해상 운송업,,"108,976","1,498",,,,,,,
,씨이케이 주식회사,업체,폐기물 처리업,,"226,301","1,306",,,,,,,
096530,씨젠,,,제약,,,KOSDAQ,,B+,B,A,B+,
